
"Year"	"Jan"	"Feb"	"Mar"	"Apr"	"May"	"Jun"	"Jul"	"Aug"	"Sep"	"Oct"	"Nov"	"Dec"
"1933"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1934"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1935"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1936"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1937"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1938"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1939"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1940"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1941"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1942"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1943"	"12.232"	"13.175"	"13.396"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1944"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1945"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1946"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1947"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1948"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1949"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1950"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1951"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1952"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1953"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1954"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1955"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1956"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1957"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1958"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1959"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1960"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1961"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1962"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1963"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1964"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1965"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1966"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1967"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1968"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1969"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1970"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1971"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1972"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1973"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1974"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1975"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1976"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1977"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1978"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1979"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1980"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1981"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1982"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1983"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1984"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1985"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1986"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1987"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1988"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1989"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1990"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1991"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1992"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1993"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1994"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1995"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1996"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1997"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1998"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"1999"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"2000"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"2001"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
"2002"	"12.232"	"13.175"	"13.596"	"12.805"	"11.721"	"9.007"	"8.141"	"8.272"	"9.291"	"9.151"	"9.69"	"10.728"
